accession,raw_file_count,total_file_count,title,submission_type,submission_date,publication_date,project_url
PXD026506,3,9,Transforming growth factor receptor beta 3 (TGFBR3)-associated membranous nephropathy,COMPLETE,2021-06-07,2022-05-20,https://www.ebi.ac.uk/pride/archive/projects/PXD026506
PXD026687,3,5,stem cells from human exfoliated deciduous teeth cultured with human platelet lysate,PARTIAL,2021-06-14,2022-05-19,https://www.ebi.ac.uk/pride/archive/projects/PXD026687
PXD026733,3,29,The Cell Wall Proteome of Craterostigma plantagineum Cell Cultures Habituated to Dichlobenil and Isoxaben,COMPLETE,2021-06-15,2021-11-03,https://www.ebi.ac.uk/pride/archive/projects/PXD026733
PXD026798,3,133,Strategies for the interpretation of soil metaproteomic data,COMPLETE,2021-06-18,2022-02-17,https://www.ebi.ac.uk/pride/archive/projects/PXD026798
PXD026944,3,7,Global quantitative proteomics analysis reveals the downstream signaling networks of Msx1 and Msx2 in skeletal muscle development,PARTIAL,2021-06-27,2023-07-20,https://www.ebi.ac.uk/pride/archive/projects/PXD026944
PXD026990,3,11,Intensity-based absolute quantification (iBAQ) of components of photosystem I monomers and dimers.,COMPLETE,2021-06-29,2023-03-11,https://www.ebi.ac.uk/pride/archive/projects/PXD026990
PXD027025,3,7,CD9-HPLC-IAC Isolation of Serum Extracellular Vesicles for Proteomic Analysis,PARTIAL,2021-07-01,2022-10-14,https://www.ebi.ac.uk/pride/archive/projects/PXD027025
PXD027043,3,4,Molecular insights into mechanisms of GPCR hijacking by Staphylococcus aureus,PARTIAL,2021-07-01,2021-11-03,https://www.ebi.ac.uk/pride/archive/projects/PXD027043
PXD027049,3,7,GM-CSF nitration is a new driver of myeloid suppressor cell activity in tumors,PARTIAL,2021-07-02,2021-10-04,https://www.ebi.ac.uk/pride/archive/projects/PXD027049
PXD027064,3,18,Stearic acid blunts growth-factor signaling via oleoylation of GNAI proteins,PARTIAL,2021-07-02,2021-08-26,https://www.ebi.ac.uk/pride/archive/projects/PXD027064
PXD027150,3,9,MALDI-TOF Profiling of modified histone proteins,PARTIAL,2021-07-07,2021-08-26,https://www.ebi.ac.uk/pride/archive/projects/PXD027150
PXD027221,3,8,Treatment of human K562 chronic myelogenous leukemia cells with NK3.3-derived extracellular vesicles,COMPLETE,2021-07-12,2021-09-07,https://www.ebi.ac.uk/pride/archive/projects/PXD027221
PXD027257,3,5,Cellular interactome of HSV-1 pUL21,PARTIAL,2021-07-13,2021-08-05,https://www.ebi.ac.uk/pride/archive/projects/PXD027257
PXD027261,3,16,Strength of a “single-tube” protocol for protein isolation from multiple cell fractions shown for the plant pathogen Xanthomonas campestris pv. campestris B100 with a focus on proteins involved in the biosynthesis of the exopolysaccharide xanthan,PARTIAL,2021-10-28,2022-02-16,https://www.ebi.ac.uk/pride/archive/projects/PXD027261
PXD027403,3,10,Structural mapping of the surfaces of fibrillar 1N3R and 1N4R human tau,PARTIAL,2021-07-19,2022-02-17,https://www.ebi.ac.uk/pride/archive/projects/PXD027403
PXD027407,3,10,Rat cell supernatant and the separation of supernatant LC-MSMS,PARTIAL,2021-07-19,2022-02-17,https://www.ebi.ac.uk/pride/archive/projects/PXD027407
PXD027430,3,9,Proteomic study in sucrose secreting mutant of cyanobacterium Synechococcus elongatus PCC 7942.,COMPLETE,2021-07-20,2022-03-21,https://www.ebi.ac.uk/pride/archive/projects/PXD027430
PXD027491,3,9,The role of ELAPOR1 in secretory granule maturation,COMPLETE,2021-07-22,2021-11-16,https://www.ebi.ac.uk/pride/archive/projects/PXD027491
PXD027562,3,31,"Identification of Protein Profile in Muscle Tissue of Threatened Indian walking catfish, Clarias magur (Hamilton 1822)",PARTIAL,2021-07-26,2025-05-13,https://www.ebi.ac.uk/pride/archive/projects/PXD027562
PXD027567,3,16,"Quantitative comparison of E.huxleyi proteome in C-cell, N-cell, and over the diel cycle",PARTIAL,2021-07-26,2023-04-25,https://www.ebi.ac.uk/pride/archive/projects/PXD027567
PXD027571,3,6,"The analysis of the α2,6-sialylated proteins in endometrium from porcine gestational day 15 by LC-MS/MS",PARTIAL,2021-07-26,2022-02-17,https://www.ebi.ac.uk/pride/archive/projects/PXD027571
PXD027624,3,7,Structural aspects of FOXO4 binding to DAF16 investigated with FPOP using both bottom-up and top-down MS.,PARTIAL,2021-07-28,2022-02-14,https://www.ebi.ac.uk/pride/archive/projects/PXD027624
PXD027721,3,4,"We applied an iodoacetyl tandem mass tags (iodoTMT)-based proteomic approach to analyze the redox proteome of Brassica napus seedlings under control and salt-stressed conditions. We identified 1,821 sulfenylated sites in 912 proteins from all samples.",PARTIAL,2021-08-05,2021-08-18,https://www.ebi.ac.uk/pride/archive/projects/PXD027721
PXD027745,3,6,The protection of Evodiamine against Ulcerative Colitis and Colorectal Cancer via anti-inflammation,PARTIAL,2021-08-05,2022-05-20,https://www.ebi.ac.uk/pride/archive/projects/PXD027745
PXD027784,3,5,A proteomic approach for unravelling the relevance of the polyadenylation factor EhCFIm25 in Entamoeba histolytica survival and virulence,COMPLETE,2021-08-06,2021-08-26,https://www.ebi.ac.uk/pride/archive/projects/PXD027784
PXD027846,3,6,Riptortus pedestris saliva LC-MS,PARTIAL,2021-08-10,2021-11-02,https://www.ebi.ac.uk/pride/archive/projects/PXD027846
PXD027892,3,10,HHbFPS1 may play an important role in the effect of tapping panel dryness on the natural rubber biosynthesis in Hevea brasiliensis latex,PARTIAL,2021-08-12,2023-05-10,https://www.ebi.ac.uk/pride/archive/projects/PXD027892
PXD027973,3,7,"Expression, purification and characterization of bovine leukemia virus-like particles produced in Drosophila S2 cells",PARTIAL,2021-08-17,2021-11-02,https://www.ebi.ac.uk/pride/archive/projects/PXD027973
PXD028048,3,7,Structural characterization of the reaction center-light harvesting 1-PufXY complex from Rhodobacter sphaeroides,PARTIAL,2021-08-20,2022-02-15,https://www.ebi.ac.uk/pride/archive/projects/PXD028048
PXD028095,3,11,Proteomic analysis of bovine milk-derived extracellular vesicles isolated via salting-out,PARTIAL,2021-09-13,2021-11-02,https://www.ebi.ac.uk/pride/archive/projects/PXD028095
PXD028115,3,34,"Identification of Protein Profile in Muscle Tissue of Threatened Indian walking catfish, Clarias magur (Hamilton 1822)",COMPLETE,2021-08-25,2025-05-13,https://www.ebi.ac.uk/pride/archive/projects/PXD028115
PXD028172,3,35,Proteomics analysis of plasma-derived exosomes extracted by thrombin pre-treated ExoQuick isolation,COMPLETE,2021-08-27,2022-03-04,https://www.ebi.ac.uk/pride/archive/projects/PXD028172
PXD028394,3,11,"LC-MSMS analyses of purified, recombinant TcJHR complexes",COMPLETE,2021-09-09,2022-02-16,https://www.ebi.ac.uk/pride/archive/projects/PXD028394
PXD028426,3,4,Proteome-Wide Analysis of Lysine 2-Hydroxyisobutyrylation in the Aspergillus niger in Peanuts,PARTIAL,2021-09-09,2022-07-31,https://www.ebi.ac.uk/pride/archive/projects/PXD028426
PXD028433,3,9,Molecular Basis for CPC-Sgo1 Interaction: Implications for Centromere Localisation and Function of the CPCMolecular Basis for CPC-Sgo1 Interaction: Implications for Centromere Localisation and Function of the CPC,PARTIAL,2021-09-09,2022-06-29,https://www.ebi.ac.uk/pride/archive/projects/PXD028433
PXD028485,3,6,Quantitative TMT6plex LC-MS/MS of Cassiopea andromeda,PARTIAL,2021-09-15,2026-08-19,https://www.ebi.ac.uk/pride/archive/projects/PXD028485
PXD028558,3,18,APIR: a universal FDR-control framework for boosting peptide identification power by aggregating multiple proteomics database search algorithms,PARTIAL,2021-09-20,2021-09-21,https://www.ebi.ac.uk/pride/archive/projects/PXD028558
PXD028594,3,6,"Radiotherapy changes the salivary proteome in head and neck cancer patients: evaluation before, during and after treatment",PARTIAL,2021-09-17,2021-10-12,https://www.ebi.ac.uk/pride/archive/projects/PXD028594
PXD028640,3,7,Comprehensive Phosphoproteomic Analysis of Nostoc flagelliforme in Response to Dehydration Provides Insights into Plant ROS Signaling Transduction,PARTIAL,2021-09-20,2021-12-27,https://www.ebi.ac.uk/pride/archive/projects/PXD028640
PXD028652,3,12,"Mounting, structure and autocleavage of a type VI secretion-associated Rhs polymorphic toxin",PARTIAL,2021-09-20,2021-11-30,https://www.ebi.ac.uk/pride/archive/projects/PXD028652
PXD028742,3,25,Identification and characterization of Formate dehydrogenases (FDHs) from Bacillus subtilis,COMPLETE,2021-09-24,2022-02-16,https://www.ebi.ac.uk/pride/archive/projects/PXD028742
PXD028784,3,8,Pandanus amaryllifolius drought stress and recovery LC-MSMS TMT-Labelled,PARTIAL,2021-09-27,2022-02-16,https://www.ebi.ac.uk/pride/archive/projects/PXD028784
PXD028805,3,4,Quantitative proteomics during anthers development in Oryza longistaminata,PARTIAL,2021-09-28,2022-02-16,https://www.ebi.ac.uk/pride/archive/projects/PXD028805
PXD028835,3,3,I.e. mouse ovary palmitoylation protein LC-MSMS,PARTIAL,2021-09-29,2023-03-11,https://www.ebi.ac.uk/pride/archive/projects/PXD028835
PXD028903,3,4,Plasmodium falciparum GBP2 pulldown,PARTIAL,2021-10-04,2022-04-04,https://www.ebi.ac.uk/pride/archive/projects/PXD028903
PXD028917,3,9,Mouse sperm protamine mass spectrometry,COMPLETE,2021-10-04,2023-05-17,https://www.ebi.ac.uk/pride/archive/projects/PXD028917
PXD028948,3,9,C. difficle p-cresol production,PARTIAL,2021-10-05,2021-11-02,https://www.ebi.ac.uk/pride/archive/projects/PXD028948
PXD028960,3,9,In vivo BioID Mouse heart masspec data,COMPLETE,2021-10-06,2022-02-21,https://www.ebi.ac.uk/pride/archive/projects/PXD028960
PXD029013,3,9,Cryo-EM structure of native human thyroglobulin,COMPLETE,2021-10-08,2022-02-17,https://www.ebi.ac.uk/pride/archive/projects/PXD029013
PXD029029,3,11,Citrullinated epitopes identified on tumor MHC class II by peptide elution stimulate both regulatory and Th1 responses and require careful selection for optimal tumor therapy,PARTIAL,2021-10-11,2021-11-24,https://www.ebi.ac.uk/pride/archive/projects/PXD029029
PXD029226,3,7,Liver mitochondria-associated ER membrane proteomics for studying the effects of ZiBuPiYin recipe on Zucker diabetic fatty rats after chronic psychological stress,PARTIAL,2021-10-20,2022-10-25,https://www.ebi.ac.uk/pride/archive/projects/PXD029226
PXD029258,3,9,PHF20 and PHF20L1 in NSL complex,COMPLETE,2021-10-21,2022-04-04,https://www.ebi.ac.uk/pride/archive/projects/PXD029258
PXD029383,3,4,In situ proteomic data of E. flavus 21-3 and corresponding mutants,PARTIAL,2021-10-27,2022-07-09,https://www.ebi.ac.uk/pride/archive/projects/PXD029383
PXD029436,3,7,The preclinical evaluation of a second-generation antivenom for treating snake envenoming in India,PARTIAL,2021-10-29,2022-04-04,https://www.ebi.ac.uk/pride/archive/projects/PXD029436
PXD029480,3,9,Site-specific protein modification by 3-n-butylphthalide in primary hepatocytes: covalent protein adducts diminished by glutathione and N-acetylcysteine,PARTIAL,2021-11-01,2022-10-22,https://www.ebi.ac.uk/pride/archive/projects/PXD029480
PXD029512,3,6,nascent proteome analysis of HCT116 TP53 wild type and TP53 knockout cells treated with Neocarcinostatin (NCS) for 6h,COMPLETE,2021-11-02,2022-04-27,https://www.ebi.ac.uk/pride/archive/projects/PXD029512
PXD029574,3,9,Identification of METTL5 interaction partners,COMPLETE,2021-11-04,2022-01-27,https://www.ebi.ac.uk/pride/archive/projects/PXD029574
PXD029611,3,7,Profiling of mouse sciatic nerve acetylome,PARTIAL,2021-11-08,2022-10-15,https://www.ebi.ac.uk/pride/archive/projects/PXD029611
PXD029636,3,31,"Identification of Protein Profile in Muscle Tissue of Threatened Indian walking catfish, Clarias magur (Hamilton 1822)",COMPLETE,2021-11-09,2025-05-13,https://www.ebi.ac.uk/pride/archive/projects/PXD029636
PXD029642,3,21,Regulatory role of E3 ubiquitin ligase Smurf2 on transcriptional corepressor KAP1,PARTIAL,2021-11-10,2022-04-07,https://www.ebi.ac.uk/pride/archive/projects/PXD029642
PXD029682,3,11,CDC-like Kinase 4 Deficiency Contributes to Pathological Cardiac Hypertrophy by Modulating NEXN Phosphorylation,PARTIAL,2021-11-11,2022-07-05,https://www.ebi.ac.uk/pride/archive/projects/PXD029682
PXD030097,3,4,"The compound of baicalein, wogonin, and oroxylin-A inhibits EMT in A549 cell line via PI3K/AKT-TWIST1- glycolysis pathway",PARTIAL,2021-12-02,2022-01-25,https://www.ebi.ac.uk/pride/archive/projects/PXD030097
PXD030275,3,4,Quantitative Proteomics Revealed the Changes of Pharmacodynamic Network of Bugu Shengsui Decoction Promoting Osteoblasts Proliferation,PARTIAL,2021-12-09,2022-01-28,https://www.ebi.ac.uk/pride/archive/projects/PXD030275
PXD030279,3,5,Nutraceutical potential of small chickpea grain associated with significant stress response revealed by proteomics and metabolomics,PARTIAL,2021-12-09,2023-03-11,https://www.ebi.ac.uk/pride/archive/projects/PXD030279
PXD030291,3,5,Atlantic salmon gastric mucosa LC-MSMS,PARTIAL,2021-12-10,2022-05-08,https://www.ebi.ac.uk/pride/archive/projects/PXD030291
PXD030313,3,5,Stem cells from human exfoliated deciduous teeth relieves neurodegenerative disease in aging mice,PARTIAL,2021-12-11,2022-08-11,https://www.ebi.ac.uk/pride/archive/projects/PXD030313
PXD030495,3,4,Identification of synaptic DGKq interactors that stimulate DGKq activity,PARTIAL,2021-12-17,2021-12-18,https://www.ebi.ac.uk/pride/archive/projects/PXD030495
PXD030538,3,9,Pytheas E. coli 16S rRNA sample analysis,PARTIAL,2021-12-20,2022-05-04,https://www.ebi.ac.uk/pride/archive/projects/PXD030538
PXD030741,3,7,Structural basis of flagellar filament asymmetry and supercoil templating by the Leptospira spirochete sheath factor FlaA2,PARTIAL,2022-01-05,2026-07-14,https://www.ebi.ac.uk/pride/archive/projects/PXD030741
PXD030783,3,4,SARS-CoV-2 Cysteine Disulfide Mapping,PARTIAL,2022-01-06,2022-01-27,https://www.ebi.ac.uk/pride/archive/projects/PXD030783
PXD030798,3,4,Proteome-Wide Analysis of Lysine 2-Hydroxyisobutyrylation in Frankliniella occidentalis,PARTIAL,2022-01-07,2022-04-07,https://www.ebi.ac.uk/pride/archive/projects/PXD030798
PXD030799,3,4,Proteome-Wide Analysis of Lysine Lactylation  in Frankliniella occidentalis,PARTIAL,2022-01-07,2022-07-19,https://www.ebi.ac.uk/pride/archive/projects/PXD030799
PXD030815,3,19,yeats cells AP-MS for Jhd2 and Tpk2 relative to article Phosphorylation of Jhd2 by the Ras-cAMP- PKA pathway regulates histone modifications and autophagy,PARTIAL,2022-01-07,2022-08-29,https://www.ebi.ac.uk/pride/archive/projects/PXD030815
PXD030927,3,7,Comparative glycomics study on the surface of SKOV3 versus IOSE80 cell lines,PARTIAL,2022-01-13,2023-03-10,https://www.ebi.ac.uk/pride/archive/projects/PXD030927
PXD030973,3,5,FRET monitoring of transcription factor activities in living bacteria,PARTIAL,2022-01-14,2022-10-13,https://www.ebi.ac.uk/pride/archive/projects/PXD030973
PXD030977,3,12,"GATD3A, a mitochondrial deglycase with evolutionary origins from gammaproteobacteria, restricts the formation of advanced glycation endproducts",PARTIAL,2022-01-14,2022-03-02,https://www.ebi.ac.uk/pride/archive/projects/PXD030977
PXD031082,3,4,A small-molecule inhibitor targeting AKR1C1 suppresses cell proliferation and metastasis in non-small cell lung cancer,PARTIAL,2022-01-19,2022-05-20,https://www.ebi.ac.uk/pride/archive/projects/PXD031082
PXD031141,3,9,Antibodies to protozoan variable surface antigens induce antigenic variation,COMPLETE,2022-01-21,2023-05-10,https://www.ebi.ac.uk/pride/archive/projects/PXD031141
PXD031256,3,4,Characterisation of a highly diverged putative mitochondrial ATP synthase peripheral stalk subunit b in Trypanosoma brucei,PARTIAL,2022-01-26,2022-05-20,https://www.ebi.ac.uk/pride/archive/projects/PXD031256
PXD031259,3,4,Characterisation of a highly diverged putative mitochondrial ATP synthase peripheral stalk subunit b in Trypanosoma brucei,PARTIAL,2022-01-26,2022-05-20,https://www.ebi.ac.uk/pride/archive/projects/PXD031259
PXD031318,3,11,Changes in saliva associated to COVID-19: a proteomic study,PARTIAL,2022-01-30,2022-07-11,https://www.ebi.ac.uk/pride/archive/projects/PXD031318
PXD031402,3,9,Biosynthesis of polycyclopropanated high energy biofuels,COMPLETE,2022-02-03,2022-09-19,https://www.ebi.ac.uk/pride/archive/projects/PXD031402
PXD031408,3,7,Extracellular endosulfatase Sulf-2 harbors a chondroitin/dermatan sulfate chain that modulates its enzyme activity,PARTIAL,2022-02-03,2022-03-18,https://www.ebi.ac.uk/pride/archive/projects/PXD031408
PXD031491,3,5,Murine islets identified by TMT-labeled phosphoproteome after short time stimulation with neurotransmitters ACh and NE,PARTIAL,2022-02-07,2022-08-12,https://www.ebi.ac.uk/pride/archive/projects/PXD031491
PXD031522,3,8,Widespread consumption of the common food additive xanthan gum by the human gut microbiota,PARTIAL,2022-02-09,2022-02-28,https://www.ebi.ac.uk/pride/archive/projects/PXD031522
PXD031610,3,5,Searching for the interaction partners in yeast cytosol of newly synthesized mitochondrial signal-anchored proteins,PARTIAL,2022-02-11,2022-08-09,https://www.ebi.ac.uk/pride/archive/projects/PXD031610
PXD031703,3,10,Enzymatic Analysis of WWP2 E3 Ubiquitin Ligase Using Protein Microarrays Identifies Autophagy-Related Substrates,COMPLETE,2022-02-16,2022-05-20,https://www.ebi.ac.uk/pride/archive/projects/PXD031703
PXD031950,3,10,"the effect of long term (Mcl) and short term (DTR) neutropenia on the lung, skin and gut extracellular matrix (ECM) proteome, with a special focus on collagen hydroxylation",PARTIAL,2022-02-28,2025-02-28,https://www.ebi.ac.uk/pride/archive/projects/PXD031950
PXD031952,3,10,the role of neutrophil-produced collagen in skin injury,PARTIAL,2022-02-28,2025-02-28,https://www.ebi.ac.uk/pride/archive/projects/PXD031952
PXD032015,3,4,Mass spectrometry analysis of the impact of replication stress upon phosphorylation and protein interaction of human RIF1 protein,PARTIAL,2022-03-02,2022-04-14,https://www.ebi.ac.uk/pride/archive/projects/PXD032015
PXD032068,3,10,Identifying interaction proteins of METTL16 using co immunoprecipitation and mass spectroscopy,PARTIAL,2022-03-05,2024-08-03,https://www.ebi.ac.uk/pride/archive/projects/PXD032068
PXD032072,3,6,The PripA-TbcrA complex-centered Rab GAP cascade facilitates macropinosome maturation in Dictyostelium,PARTIAL,2022-03-05,2022-03-14,https://www.ebi.ac.uk/pride/archive/projects/PXD032072
PXD032144,3,9,EXTL3ΔN purification from EXT1 CRISPR HEK,COMPLETE,2022-03-09,2022-07-12,https://www.ebi.ac.uk/pride/archive/projects/PXD032144
PXD032185,3,7,The cohesin acetylation cycle controls chromatin loop length through a PDS5A brake mechanism,PARTIAL,2022-03-10,2022-03-14,https://www.ebi.ac.uk/pride/archive/projects/PXD032185
PXD032200,3,16,SILAC proteomics of isolated lipid droplets from wild-type and PEX19-compromised HeLa cells,PARTIAL,2022-03-11,2022-05-08,https://www.ebi.ac.uk/pride/archive/projects/PXD032200
PXD032216,3,12,CDK6 degradation is counteracted by p16INK4A and p18INK4C in AML,PARTIAL,2022-03-11,2022-04-04,https://www.ebi.ac.uk/pride/archive/projects/PXD032216
PXD032238,3,9,Operation of a TCA cycle subnetwork in the mammalian nucleus_mass4tox,COMPLETE,2022-03-11,2022-10-14,https://www.ebi.ac.uk/pride/archive/projects/PXD032238
PXD032300,3,4,A high fat diet modifies brain neurotransmitter profile and hippocampal proteome and morphology in an IUGR pig model,PARTIAL,2022-03-15,2022-10-14,https://www.ebi.ac.uk/pride/archive/projects/PXD032300
PXD032402,3,12,Cryo-EM Structures of Prion protein filaments from Gerstmann-Sträussler-Scheinker disease,COMPLETE,2022-04-02,2022-07-18,https://www.ebi.ac.uk/pride/archive/projects/PXD032402
PXD032738,3,7,Mass spectrometry-based proteomic characterization of plastid-encoded RNA polymerase purified from Sinapis alba.,COMPLETE,2022-03-23,2022-09-12,https://www.ebi.ac.uk/pride/archive/projects/PXD032738
PXD032788,3,7,Labeled quantitative proteomics dataset of optogenetics induced axon regeneration,COMPLETE,2022-04-02,2022-08-12,https://www.ebi.ac.uk/pride/archive/projects/PXD032788
PXD032822,3,12,Deubiquitinases that digest Met1 chains in Rice,COMPLETE,2022-03-26,2022-10-15,https://www.ebi.ac.uk/pride/archive/projects/PXD032822
PXD032931,3,10,PrkA regulates Bacillus subtilis sporulation through a Lon protease activity,PARTIAL,2022-04-02,2022-10-15,https://www.ebi.ac.uk/pride/archive/projects/PXD032931
PXD032938,3,63,Barley newly synthesized ribosomal proteome: E.coli control samples,COMPLETE,2022-04-02,2024-05-23,https://www.ebi.ac.uk/pride/archive/projects/PXD032938
PXD033029,3,9,Mouse PolG Mutant Liver Proteome,PARTIAL,2022-04-06,2025-02-11,https://www.ebi.ac.uk/pride/archive/projects/PXD033029
PXD033128,3,10,Indolin-2-one nitroimidazole antibiotics exhibit an unexpected dual mode of action,PARTIAL,2022-04-08,2022-11-09,https://www.ebi.ac.uk/pride/archive/projects/PXD033128
PXD033142,3,4,Large-Scale Analysis of Protein Crotonylation Reveals Its Diverse Functions in Pinellia ternate,PARTIAL,2022-04-11,2022-07-31,https://www.ebi.ac.uk/pride/archive/projects/PXD033142
PXD033154,3,4,Large-Scale Analysis of Protein Crotonylation Reveals Its Diverse Functions in Pinellia ternate,PARTIAL,2022-04-11,2022-04-13,https://www.ebi.ac.uk/pride/archive/projects/PXD033154
PXD033424,3,5,Identification of dI-binding proteins,PARTIAL,2022-04-24,2023-02-03,https://www.ebi.ac.uk/pride/archive/projects/PXD033424
PXD033502,3,16,Taxon-specific toxicity and composition of venom produced by araneophagous white-tailed spiders (Lamponidae: Lampona sp.),PARTIAL,2022-04-28,2023-02-08,https://www.ebi.ac.uk/pride/archive/projects/PXD033502
PXD033506,3,6,GLH/VASA helicases promote germ granule formation to ensure the fidelity of piRNA-mediated transcriptome surveillance,PARTIAL,2022-04-28,2022-08-05,https://www.ebi.ac.uk/pride/archive/projects/PXD033506
PXD033580,3,7,CAPTURE of the human U2 snRNA genes,PARTIAL,2022-05-04,2022-06-09,https://www.ebi.ac.uk/pride/archive/projects/PXD033580
PXD033685,3,5,MHC-I peptidome analysis of human cancer cell lines,PARTIAL,2022-05-05,2022-05-09,https://www.ebi.ac.uk/pride/archive/projects/PXD033685
PXD033691,3,10,Identifying new interactors of NGN3 through IP-MS,COMPLETE,2022-05-05,2023-03-27,https://www.ebi.ac.uk/pride/archive/projects/PXD033691
PXD033824,3,9,Cx43 purified protein analysis (N-term analysis),PARTIAL,2022-05-12,2023-07-27,https://www.ebi.ac.uk/pride/archive/projects/PXD033824
PXD033840,3,6,Endogenous OCT4 interactome in hESC,PARTIAL,2022-08-19,2025-05-06,https://www.ebi.ac.uk/pride/archive/projects/PXD033840
PXD033848,3,11,Cx32 wt vs mutant purified proteins,PARTIAL,2022-05-12,2023-08-08,https://www.ebi.ac.uk/pride/archive/projects/PXD033848
PXD034027,3,6,DISCO-MS: Proteomics of spatially identified tissues in whole organs and organisms,PARTIAL,2022-05-23,2022-12-23,https://www.ebi.ac.uk/pride/archive/projects/PXD034027
PXD034028,3,6,Activation loop phosphorylation tunes conformational dynamics underlying Pyk2 tyrosine kinase activation,PARTIAL,2022-05-23,2023-03-08,https://www.ebi.ac.uk/pride/archive/projects/PXD034028
PXD034144,3,6,Role of RNA binding protein PgRBP1 in alteration of protein profile of Porphyromonas gingivalis,PARTIAL,2022-05-26,2025-06-01,https://www.ebi.ac.uk/pride/archive/projects/PXD034144
PXD034180,3,11,Perserverence of protein homeostasis despite mistranslation of glycine codons with alanine,COMPLETE,2022-05-29,2024-05-21,https://www.ebi.ac.uk/pride/archive/projects/PXD034180
PXD034193,3,4,Protein composition of Toxoplasma endocytic and exocytic structures by proximity-dependent biotinylation,PARTIAL,2022-05-29,2023-04-17,https://www.ebi.ac.uk/pride/archive/projects/PXD034193
PXD034214,3,13,Plasma glycoproteomics delivers high-specificity disease biomarkers by detecting site-specific glycosylation abnormalities,PARTIAL,2022-05-30,2022-06-01,https://www.ebi.ac.uk/pride/archive/projects/PXD034214
PXD034435,3,20,Gigartina pilot scale protein extract BUP,COMPLETE,2022-06-09,2022-09-26,https://www.ebi.ac.uk/pride/archive/projects/PXD034435
PXD034463,3,13,mouse adult testis RNF17 Immuno-precipitation and mass-spectrometry (IP-MS),PARTIAL,2022-06-10,2023-03-14,https://www.ebi.ac.uk/pride/archive/projects/PXD034463
PXD034491,3,5,TurboID identification of evolutionarily divergent components of the nuclear pore complex in the malaria model Plasmodium berghei,PARTIAL,2022-06-13,2022-08-21,https://www.ebi.ac.uk/pride/archive/projects/PXD034491
PXD034494,3,13,Proteomic analysis of Monkeypox virus produced with experimentally infected Vero E6 cells.,COMPLETE,2022-06-13,2022-06-14,https://www.ebi.ac.uk/pride/archive/projects/PXD034494
PXD034577,3,10,Characterization of the proteome of human cytochrome c oxidase assembly factors - Experiment D,COMPLETE,2022-06-16,2022-08-12,https://www.ebi.ac.uk/pride/archive/projects/PXD034577
PXD034583,3,4,ADR-directly-interfering amino acids based on competitive isoTOP-ABPP in normoxia,PARTIAL,2022-06-16,2023-03-11,https://www.ebi.ac.uk/pride/archive/projects/PXD034583
PXD034630,3,13,Designed high-redox potential laccases exhibit high functional diversity,COMPLETE,2022-06-17,2023-03-16,https://www.ebi.ac.uk/pride/archive/projects/PXD034630
PXD034901,3,4,Acetylation of p62 regulates base excision repair through interaction with APE1,PARTIAL,2022-06-26,2022-07-19,https://www.ebi.ac.uk/pride/archive/projects/PXD034901
PXD034963,3,10,Biomarkers for diagnosing the retained placenta in cows-does the analysis of serum proteome keep the secret?,PARTIAL,2022-06-29,2023-01-13,https://www.ebi.ac.uk/pride/archive/projects/PXD034963
PXD034976,3,5,Clickable glutathione-based Isotope Coded Affinity Label to quantify glutathionylation,PARTIAL,2022-06-30,2024-03-07,https://www.ebi.ac.uk/pride/archive/projects/PXD034976
PXD035014,3,6,A molecular insight into fluoride toxicity in skeletal muscle using invitro C2C12 and in vivo C57BL/6 mice models,PARTIAL,2022-06-30,2023-03-11,https://www.ebi.ac.uk/pride/archive/projects/PXD035014
PXD035048,3,9,Contraction of brain pericytes in response to Islet Amyloid PolyPeptide is reversed by pramlintide.,PARTIAL,2022-06-30,2023-03-11,https://www.ebi.ac.uk/pride/archive/projects/PXD035048
PXD035076,3,6,Phenylalanine Impairs Insulin Signaling and Inhibits Glucose Uptake Through Modification of IRβ,PARTIAL,2022-07-04,2022-07-22,https://www.ebi.ac.uk/pride/archive/projects/PXD035076
PXD035172,3,9,Plasmodium falciparum PM X LC-MSMS,COMPLETE,2022-07-08,2022-10-14,https://www.ebi.ac.uk/pride/archive/projects/PXD035172
PXD035252,3,15,Interaction of Arabidopsis Cryptochrome 2 with PRR9 transmits blue light intensity fluctuation to circadian clock,PARTIAL,2022-07-11,2022-10-06,https://www.ebi.ac.uk/pride/archive/projects/PXD035252
PXD035534,3,12,Cornu aspersum Comparative Mucomics LC-MSMS,COMPLETE,2022-07-24,2023-10-24,https://www.ebi.ac.uk/pride/archive/projects/PXD035534
PXD035694,3,6,Identification of regenerating island-derived protein 3E in dogs,PARTIAL,2022-08-01,2022-10-17,https://www.ebi.ac.uk/pride/archive/projects/PXD035694
PXD035711,3,5,Metal-induced Protein Precipitation in E. coli,PARTIAL,2022-08-02,2023-01-03,https://www.ebi.ac.uk/pride/archive/projects/PXD035711
PXD035749,3,4,Skin regeneration is enabled in the absence of fibroblast inflammatory priming,PARTIAL,2022-08-02,2023-02-23,https://www.ebi.ac.uk/pride/archive/projects/PXD035749
PXD035767,3,19,LC-MS/MS identification of proteins that were co-purified with Fc-tagged isoforms of RPL22L1,COMPLETE,2022-08-02,2023-10-24,https://www.ebi.ac.uk/pride/archive/projects/PXD035767
PXD035834,3,5,SPROX full curve on E. coli lysate,PARTIAL,2022-08-07,2023-01-03,https://www.ebi.ac.uk/pride/archive/projects/PXD035834
